类型,价格,等级,混合性,干性,正常,油性,敏感性
眼霜,48 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,65 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,60 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,46 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,48 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,135 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,69 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,54 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,69 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,52 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,68 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,37 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,25 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,85 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,41 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,255 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,5 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,67 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,69 ,3 ,1 ,1 ,1 ,1 ,0 
眼霜,67 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,25 ,5 ,1 ,1 ,1 ,1 ,0 
眼霜,150 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,62 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,85 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,48 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,65 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,98 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,26 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,75 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,66 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,85 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,80 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,25 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,77 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,125 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,41 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,35 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,65 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,72 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,85 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,43 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,0 ,1 
眼霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,60 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,72 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,61 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,5 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,48 ,4 ,1 ,1 ,1 ,0 ,0 
眼霜,99 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,95 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,165 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,72 ,5 ,1 ,0 ,1 ,0 ,0 
眼霜,64 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,58 ,4 ,1 ,1 ,1 ,0 ,0 
眼霜,32 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,95 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,68 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,25 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,85 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,22 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,122 ,4 ,0 ,1 ,0 ,0 ,0 
眼霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,260 ,5 ,1 ,1 ,1 ,1 ,0 
眼霜,110 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,49 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,110 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,48 ,5 ,1 ,1 ,1 ,1 ,0 
眼霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,69 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,159 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,35 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,200 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,122 ,5 ,0 ,1 ,0 ,0 ,0 
眼霜,64 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,48 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,74 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,39 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,105 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,68 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,38 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,139 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,79 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,55 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,100 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,69 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,44 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,70 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,72 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,42 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,60 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,170 ,5 ,1 ,1 ,1 ,1 ,0 
眼霜,38 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,38 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,25 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,100 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,56 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,35 ,0 ,0 ,0 ,0 ,0 ,0 
眼霜,22 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,35 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,68 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,48 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,26 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,60 ,3 ,1 ,1 ,1 ,1 ,0 
眼霜,41 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,29 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,52 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,55 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,65 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,68 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,125 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,45 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,24 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,75 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,55 ,4 ,0 ,1 ,1 ,0 ,1 
眼霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,76 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,12 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,41 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,65 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,42 ,0 ,1 ,1 ,1 ,1 ,1 
眼霜,110 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,40 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,51 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,75 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,45 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,24 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,44 ,3 ,1 ,1 ,1 ,1 ,0 
眼霜,75 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,105 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,195 ,3 ,0 ,1 ,1 ,0 ,1 
眼霜,75 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,55 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,35 ,4 ,1 ,1 ,1 ,0 ,1 
眼霜,38 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,230 ,5 ,0 ,0 ,0 ,0 ,0 
眼霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,24 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,82 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,46 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,72 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,58 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,44 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,68 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,15 ,2 ,1 ,1 ,1 ,1 ,1 
眼霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,30 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,65 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,73 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,125 ,3 ,1 ,1 ,1 ,0 ,0 
眼霜,50 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,71 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,46 ,3 ,0 ,0 ,0 ,0 ,0 
眼霜,75 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,26 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,26 ,4 ,1 ,1 ,1 ,1 ,1 
眼霜,46 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,40 ,4 ,1 ,1 ,1 ,1 ,0 
眼霜,90 ,5 ,1 ,1 ,1 ,1 ,1 
眼霜,60 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,69 ,3 ,1 ,1 ,1 ,1 ,1 
眼霜,35 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,5 ,0 ,0 ,0 ,0 ,0 ,0 
眼霜,30 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,145 ,4 ,0 ,0 ,0 ,0 ,0 
眼霜,30 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,5 ,1 ,0 ,1 ,1 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,65 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,19 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,61 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,30 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,65 ,5 ,1 ,1 ,1 ,0 ,1 
防晒霜,34 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,43 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,46 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,70 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,69 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,195 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,75 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,49 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,260 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,60 ,5 ,1 ,0 ,1 ,1 ,1 
防晒霜,38 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,52 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,60 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,3 ,1 ,1 ,1 ,1 ,0 
防晒霜,49 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,23 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,55 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,39 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,35 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,31 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,90 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,30 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,74 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,36 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,84 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,95 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,42 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,22 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,30 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,59 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,25 ,4 ,1 ,1 ,0 ,0 ,1 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,65 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,70 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,44 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,55 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,4 ,1 ,1 ,1 ,0 ,0 
防晒霜,55 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,21 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,19 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,53 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,32 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,25 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,72 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,3 ,1 ,0 ,1 ,1 ,0 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,3 ,0 ,0 ,0 ,0 ,0 
防晒霜,35 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,64 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,30 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,53 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,44 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,4 ,1 ,1 ,1 ,0 ,1 
防晒霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,20 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,0 ,1 ,1 ,1 ,1 ,1 
防晒霜,85 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,28 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,54 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,4 ,0 ,0 ,0 ,1 ,1 
防晒霜,99 ,4 ,0 ,1 ,0 ,0 ,0 
防晒霜,76 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,25 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,38 ,3 ,1 ,1 ,1 ,1 ,0 
防晒霜,26 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,100 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,55 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,42 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,75 ,4 ,1 ,0 ,1 ,1 ,1 
防晒霜,26 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,4 ,1 ,0 ,1 ,0 ,1 
防晒霜,90 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,35 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,36 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,18 ,5 ,1 ,1 ,1 ,0 ,1 
防晒霜,50 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,39 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,40 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,34 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,5 ,1 ,1 ,1 ,0 ,0 
防晒霜,26 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,75 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,45 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,32 ,4 ,1 ,1 ,1 ,1 ,0 
防晒霜,260 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,26 ,3 ,1 ,1 ,1 ,1 ,1 
防晒霜,56 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,20 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,32 ,5 ,1 ,1 ,1 ,1 ,1 
防晒霜,28 ,5 ,1 ,1 ,1 ,1 ,0 
防晒霜,19 ,5 ,1 ,1 ,1 ,1 ,0 
防晒霜,30 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,36 ,5 ,0 ,0 ,0 ,0 ,0 
防晒霜,45 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,38 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,34 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,35 ,4 ,1 ,1 ,1 ,1 ,1 
防晒霜,48 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,54 ,4 ,0 ,0 ,0 ,0 ,0 
防晒霜,20 ,1 ,0 ,0 ,0 ,0 ,0 
防晒霜,45 ,0 ,1 ,1 ,1 ,1 ,1 
